// ********************************************
#	[   0]
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1740
	StartY:		1680
	StartRange:	4
	StartWait:	9
	Segment1X:	1740
	Segment1Y:	1680
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1740
	Segment2Y:	1680
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1740
	DestY:		1680
	DestRange:	4
	DestWait:	10


// no3094 (1313�ʵ�E
// ********************************************
#	[2727]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1764
	StartY:		1676
	StartRange:	4
	StartWait:	9
	Segment1X:	1764
	Segment1Y:	1676
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1764
	Segment2Y:	1676
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1764
	DestY:		1676
	DestRange:	4
	DestWait:	10


// no3095 (1313�ʵ�E
// ********************************************
#	[2728]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1752
	StartY:		1664
	StartRange:	4
	StartWait:	9
	Segment1X:	1752
	Segment1Y:	1664
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1752
	Segment2Y:	1664
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1752
	DestY:		1664
	DestRange:	4
	DestWait:	10


// no3096 (1313�ʵ�E
// ********************************************
#	[2729]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1744
	StartY:		1664
	StartRange:	4
	StartWait:	9
	Segment1X:	1744
	Segment1Y:	1664
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1744
	Segment2Y:	1664
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1744
	DestY:		1664
	DestRange:	4
	DestWait:	10


// no3097 (1313�ʵ�E - DESATIVADO
// ********************************************
#	[2730]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente
	Follower:	Bruxa
	RouteType:	2
	Formation:	0
	StartX:		1712
	StartY:		1664
	StartRange:	4
	StartWait:	9
	Segment1X:	1712
	Segment1Y:	1664
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1712
	Segment2Y:	1664
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1712
	DestY:		1664
	DestRange:	4
	DestWait:	10


// no3098 (1313�ʵ�E - DESATIVADO
// ********************************************
#	[2731]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro
	Follower:	Virago
	RouteType:	2
	Formation:	0
	StartX:		1704
	StartY:		1664
	StartRange:	4
	StartWait:	9
	Segment1X:	1704
	Segment1Y:	1664
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1704
	Segment2Y:	1664
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1704
	DestY:		1664
	DestRange:	4
	DestWait:	10


// no3099 (1314�ʵ�E
// ********************************************
#	[2732]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1692
	StartY:		1796
	StartRange:	4
	StartWait:	9
	Segment1X:	1692
	Segment1Y:	1796
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1692
	Segment2Y:	1796
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1692
	DestY:		1796
	DestRange:	4
	DestWait:	10


// no3099 (1314�ʵ�E
// ********************************************
#	[2733]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1724
	StartY:		1796
	StartRange:	4
	StartWait:	9
	Segment1X:	1724
	Segment1Y:	1796
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1724
	Segment2Y:	1796
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1724
	DestY:		1796
	DestRange:	4
	DestWait:	10


// no3100 (1314�ʵ�E
// ********************************************
#	[2734]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1732
	StartY:		1796
	StartRange:	4
	StartWait:	9
	Segment1X:	1732
	Segment1Y:	1796
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1732
	Segment2Y:	1796
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1732
	DestY:		1796
	DestRange:	4
	DestWait:	10


// no3101 (1314�ʵ�E
// ********************************************
#	[2735]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Lanceiro_
	Follower:	Virago_
	RouteType:	2
	Formation:	0
	StartX:		1764
	StartY:		1796
	StartRange:	4
	StartWait:	9
	Segment1X:	1764
	Segment1Y:	1796
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1764
	Segment2Y:	1796
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1764
	DestY:		1796
	DestRange:	4
	DestWait:	10


// no3102 (1314�ʵ�E
// ********************************************
#	[2736]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1702
	StartY:		1808
	StartRange:	2
	StartWait:	9
	Segment1X:	1702
	Segment1Y:	1808
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1702
	Segment2Y:	1808
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1702
	DestY:		1808
	DestRange:	2
	DestWait:	10


// no3102 (1314�ʵ�E
// ********************************************
#	[2737]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1808
	StartRange:	2
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1808
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1808
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1706
	DestY:		1808
	DestRange:	2
	DestWait:	10


// no3103 (1314�ʵ�E
// ********************************************
#	[2738]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1710
	StartY:		1808
	StartRange:	2
	StartWait:	9
	Segment1X:	1710
	Segment1Y:	1808
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1710
	Segment2Y:	1808
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1710
	DestY:		1808
	DestRange:	2
	DestWait:	10


// no3104 (1314�ʵ�E
// ********************************************
#	[2739]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1738
	StartY:		1808
	StartRange:	2
	StartWait:	9
	Segment1X:	1738
	Segment1Y:	1808
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1738
	Segment2Y:	1808
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1738
	DestY:		1808
	DestRange:	2
	DestWait:	10


// no3105 (1314�ʵ�E
// ********************************************
#	[2740]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1742
	StartY:		1808
	StartRange:	2
	StartWait:	9
	Segment1X:	1742
	Segment1Y:	1808
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1742
	Segment2Y:	1808
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1742
	DestY:		1808
	DestRange:	2
	DestWait:	10


// no3106 (1314�ʵ�E
// ********************************************
#	[2741]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1746
	StartY:		1808
	StartRange:	2
	StartWait:	9
	Segment1X:	1746
	Segment1Y:	1808
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1746
	Segment2Y:	1808
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1746
	DestY:		1808
	DestRange:	2
	DestWait:	10


// no3107 (1314�ʵ�E
// ********************************************
#	[2742]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Combatente_
	Follower:	Bruxa_
	RouteType:	2
	Formation:	0
	StartX:		1756
	StartY:		1804
	StartRange:	4
	StartWait:	9
	Segment1X:	1756
	Segment1Y:	1804
	Segment1Range:	4
	Segment1Wait:	8
	Segment2X:	1756
	Segment2Y:	1804
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		1756
	DestY:		1804
	DestRange:	4
	DestWait:	10


// no3108 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2743]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1702
	StartY:		1826
	StartRange:	2
	StartWait:	9
	Segment1X:	1702
	Segment1Y:	1826
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1702
	Segment2Y:	1826
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1702
	DestY:		1826
	DestRange:	2
	DestWait:	10


// no3109 (1314�ʵ�E
// ********************************************
#	[2744]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1826
	StartRange:	2
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1826
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1826
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1706
	DestY:		1826
	DestRange:	2
	DestWait:	10


// no3110 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2745]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1710
	StartY:		1826
	StartRange:	2
	StartWait:	9
	Segment1X:	1710
	Segment1Y:	1826
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1710
	Segment2Y:	1826
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1710
	DestY:		1826
	DestRange:	2
	DestWait:	10


// no3111 (1314�ʵ�E
// ********************************************
#	[2746]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1702
	StartY:		1828
	StartRange:	2
	StartWait:	9
	Segment1X:	1702
	Segment1Y:	1828
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1702
	Segment2Y:	1828
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1702
	DestY:		1828
	DestRange:	2
	DestWait:	10


// no3112 (1314�ʵ�E
// ********************************************
#	[2747]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1828
	StartRange:	2
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1828
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1828
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1706
	DestY:		1828
	DestRange:	2
	DestWait:	10


// no3113 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2748]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1710
	StartY:		1828
	StartRange:	2
	StartWait:	9
	Segment1X:	1710
	Segment1Y:	1828
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1710
	Segment2Y:	1828
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1710
	DestY:		1828
	DestRange:	2
	DestWait:	10


// no3114 (1314�ʵ�E
// ********************************************
#	[2749]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Averest_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1700
	StartY:		1819
	StartRange:	0
	StartWait:	9
	Segment1X:	1700
	Segment1Y:	1819
	Segment1Wait:	8
	Segment2X:	1700
	Segment2Y:	1819
	Segment2Wait:	8
	DestX:		1700
	DestY:		1819
	DestRange:	1
	DestWait:	10


// no3115 (1314�ʵ�E
// ********************************************
#	[2750]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Averest_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1714
	StartY:		1819
	StartRange:	0
	StartWait:	9
	Segment1X:	1714
	Segment1Y:	1819
	Segment1Wait:	8
	Segment2X:	1714
	Segment2Y:	1819
	Segment2Wait:	8
	DestX:		1714
	DestY:		1819
	DestRange:	1
	DestWait:	10


// no3116 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2751]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1738
	StartY:		1826
	StartRange:	2
	StartWait:	9
	Segment1X:	1738
	Segment1Y:	1826
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1738
	Segment2Y:	1826
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1738
	DestY:		1826
	DestRange:	2
	DestWait:	10


// no3117 (1314�ʵ�E
// ********************************************
#	[2752]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1742
	StartY:		1826
	StartRange:	2
	StartWait:	9
	Segment1X:	1742
	Segment1Y:	1826
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1742
	Segment2Y:	1826
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1742
	DestY:		1826
	DestRange:	2
	DestWait:	10


// no3118 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2753]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1746
	StartY:		1826
	StartRange:	2
	StartWait:	9
	Segment1X:	1746
	Segment1Y:	1826
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1746
	Segment2Y:	1826
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1746
	DestY:		1826
	DestRange:	2
	DestWait:	10


// no3119 (1314�ʵ�E
// ********************************************
#	[2754]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1738
	StartY:		1828
	StartRange:	2
	StartWait:	9
	Segment1X:	1738
	Segment1Y:	1828
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1738
	Segment2Y:	1828
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1738
	DestY:		1828
	DestRange:	2
	DestWait:	10


// no3120 (1314�ʵ�E
// ********************************************
#	[2755]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1742
	StartY:		1828
	StartRange:	2
	StartWait:	9
	Segment1X:	1742
	Segment1Y:	1828
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1742
	Segment2Y:	1828
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1742
	DestY:		1828
	DestRange:	2
	DestWait:	10


// no3121 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2756]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1746
	StartY:		1828
	StartRange:	2
	StartWait:	9
	Segment1X:	1746
	Segment1Y:	1828
	Segment1Range:	2
	Segment1Wait:	8
	Segment2X:	1746
	Segment2Y:	1828
	Segment2Range:	2
	Segment2Wait:	8
	DestX:		1746
	DestY:		1828
	DestRange:	2
	DestWait:	10


// no3122 (1314�ʵ�E
// ********************************************
#	[2757]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Averest_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1734
	StartY:		1819
	StartRange:	0
	StartWait:	9
	Segment1X:	1734
	Segment1Y:	1819
	Segment1Wait:	8
	Segment2X:	1734
	Segment2Y:	1819
	Segment2Wait:	8
	DestX:		1734
	DestY:		1819
	DestRange:	1
	DestWait:	10


// no3123 (1314�ʵ�E
// ********************************************
#	[2758]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Averest_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1752
	StartY:		1819
	StartRange:	0
	StartWait:	9
	Segment1X:	1752
	Segment1Y:	1819
	Segment1Wait:	8
	Segment2X:	1752
	Segment2Y:	1819
	Segment2Wait:	8
	DestX:		1752
	DestY:		1819
	DestRange:	1
	DestWait:	10


// no3124 (1314�ʵ�E
// ********************************************
#	[2759]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1744
	StartY:		1842
	StartRange:	3
	StartWait:	9
	Segment1X:	1736
	Segment1Y:	1842
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	1744
	Segment2Y:	1842
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		1736
	DestY:		1842
	DestRange:	3
	DestWait:	10


// no3125 (1314�ʵ�E
// ********************************************
#	[2760]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1728
	StartY:		1842
	StartRange:	3
	StartWait:	9
	Segment1X:	1716
	Segment1Y:	1842
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	1728
	Segment2Y:	1842
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		1716
	DestY:		1842
	DestRange:	3
	DestWait:	10


// no3126 (1314�ʵ�E - DESATIVADO
// ********************************************
#	[2761]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1706
	StartY:		1834
	StartRange:	3
	StartWait:	9
	Segment1X:	1706
	Segment1Y:	1834
	Segment1Range:	3
	Segment1Wait:	8
	Segment2X:	1706
	Segment2Y:	1834
	Segment2Range:	3
	Segment2Wait:	8
	DestX:		1706
	DestY:		1834
	DestRange:	3
	DestWait:	10


// no3127 (1314�ʵ�E
// ********************************************
#	[2762]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1696
	StartY:		1852
	StartRange:	1
	StartWait:	9
	Segment1X:	1696
	Segment1Y:	1852
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1696
	Segment2Y:	1852
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1696
	DestY:		1852
	DestRange:	1
	DestWait:	10


// no3128 (1314�ʵ�E
// ********************************************
#	[2763]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1696
	StartY:		1852
	StartRange:	1
	StartWait:	9
	Segment1X:	1704
	Segment1Y:	1852
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1696
	Segment2Y:	1852
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1704
	DestY:		1852
	DestRange:	1
	DestWait:	10


// no3129 (1314�ʵ�E
// ********************************************
#	[2764]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1696
	StartY:		1852
	StartRange:	1
	StartWait:	9
	Segment1X:	1696
	Segment1Y:	1852
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1696
	Segment2Y:	1852
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1696
	DestY:		1852
	DestRange:	1
	DestWait:	10


// no3130 (1314�ʵ�E
// ********************************************
#	[2765]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	2
	Formation:	0
	StartX:		1708
	StartY:		1860
	StartRange:	1
	StartWait:	9
	Segment1X:	1708
	Segment1Y:	1860
	Segment1Range:	1
	Segment1Wait:	8
	Segment2X:	1708
	Segment2Y:	1860
	Segment2Range:	1
	Segment2Wait:	8
	DestX:		1708
	DestY:		1860
	DestRange:	1
	DestWait:	10


// no3131 (1314�ʵ�E
// ********************************************
#	[2766]
	MinuteGenerate:	10
	MaxNumMob:	3
	MinGroup:	1
	MaxGroup:	2
	Leader:		Guarda_do_Rei_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1686
	StartY:		1866
	StartRange:	0
	StartWait:	9
	Segment1X:	1686
	Segment1Y:	1876
	Segment1Wait:	8
	Segment2X:	1686
	Segment2Y:	1866
	Segment2Wait:	8
	DestX:		1686
	DestY:		1876
	DestRange:	1
	DestWait:	10


// no3132 (1314�ʵ�E
// ********************************************
#	[2767]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Averest_
	Follower:	Feiticeira_
	RouteType:	2
	Formation:	0
	StartX:		1686
	StartY:		1876
	StartRange:	0
	StartWait:	9
	Segment1X:	1686
	Segment1Y:	1866
	Segment1Wait:	8
	Segment2X:	1686
	Segment2Y:	1876
	Segment2Wait:	8
	DestX:		1686
	DestY:		1866
	DestRange:	1
	DestWait:	10


// no3133 (1314�ʵ�E
// ********************************************
#	[2768]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Cav._Real_
	Follower:	Feiticeira_
	RouteType:	6
	Formation:	4
	StartX:		1732
	StartY:		1882
	StartRange:	0
	StartWait:	9
	Segment1X:	1732
	Segment1Y:	1882
	Segment1Wait:	8
	Segment2X:	1732
	Segment2Y:	1882
	Segment2Wait:	8
	DestX:		1732
	DestY:		1882
	DestRange:	1
	DestWait:	10


// no3134 (1314�ʵ�E
// ********************************************
#	[2769]
	MinuteGenerate:	10
	MaxNumMob:	2
	MinGroup:	1
	MaxGroup:	1
	Leader:		Cav._Real_
	Follower:	Feiticeira_
	RouteType:	6
	Formation:	4
	StartX:		1732
	StartY:		1877
	StartRange:	0
	StartWait:	9
	Segment1X:	1732
	Segment1Y:	1877
	Segment1Wait:	8
	Segment2X:	1732
	Segment2Y:	1877
	Segment2Wait:	8
	DestX:		1732
	DestY:		1877
	DestRange:	1
	DestWait:	10


// no3135 (1314�ʵ�E
// ********************************************
#	[2770]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	6
	Formation:	0
	StartX:		1736
	StartY:		1882
	StartRange:	0
	StartWait:	9
	Segment1X:	1736
	Segment1Y:	1882
	Segment1Wait:	8
	Segment2X:	1736
	Segment2Y:	1882
	Segment2Wait:	8
	DestX:		1736
	DestY:		1882
	DestRange:	1
	DestWait:	10


// no3136 (1314�ʵ�E
// ********************************************
#	[2771]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	6
	Formation:	0
	StartX:		1736
	StartY:		1877
	StartRange:	0
	StartWait:	9
	Segment1X:	1736
	Segment1Y:	1877
	Segment1Wait:	8
	Segment2X:	1736
	Segment2Y:	1877
	Segment2Wait:	8
	DestX:		1736
	DestY:		1877
	DestRange:	1
	DestWait:	10


// no3137 (1314�ʵ�E
// ********************************************
#	[2772]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	6
	Formation:	0
	StartX:		1743
	StartY:		1882
	StartRange:	0
	StartWait:	9
	Segment1X:	1743
	Segment1Y:	1882
	Segment1Wait:	8
	Segment2X:	1743
	Segment2Y:	1882
	Segment2Wait:	8
	DestX:		1743
	DestY:		1882
	DestRange:	1
	DestWait:	10


// no3138 (1314�ʵ�E
// ********************************************
#	[2773]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	6
	Formation:	0
	StartX:		1750
	StartY:		1882
	StartRange:	0
	StartWait:	9
	Segment1X:	1750
	Segment1Y:	1882
	Segment1Wait:	8
	Segment2X:	1750
	Segment2Y:	1882
	Segment2Wait:	8
	DestX:		1750
	DestY:		1882
	DestRange:	1
	DestWait:	10


// no3139 (1314�ʵ�E
// ********************************************
#	[2774]
	MinuteGenerate:	10
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Averest_
	Follower:	Averest_
	RouteType:	6
	Formation:	0
	StartX:		1755
